250.26	129.03
263.42	121.72
294.14	121.72
326.31	120.25
354.1	117.33
367.26	134.88
276.59	133.42
342.4	133.42
302.91	129.03
282.44	175.83
307.3	183.14
333.62	174.37
270.74	205.08
308.76	196.3
346.78	199.23
323.39	224.09
302.91	228.48
286.82	222.63
231.25	142.19
251.72	89.54
260.5	51.52
305.84	55.91
358.48	61.76
365.8	86.62
383.35	133.42
377.5	184.6
367.26	222.63
320.46	267.96
282.44	265.04
241.49	210.93
235.64	178.75
226.86	187.53
215.16	162.67
213.7	121.72
222.47	93.93
235.64	54.44
266.35	26.66
332.16	23.73
359.95	38.36
378.96	64.68
386.27	123.18
397.97	127.57
399.43	152.43
386.27	186.07
111.33	336.7
253.19	246.03
283.9	310.38
359.95	235.79
509.12	325.0
0.0	0.0
311.5	0.0
623	0.0
623	397.5
623	795
311.5	795
0.0	795
0.0	397.5
0.0	0.0
311.5	0.0
623	0.0
623	397.5
623	795
311.5	795
0.0	795
0.0	397.5
