226.86	258.0
257.57	240.45
301.45	240.45
361.41	230.21
399.43	230.21
434.53	241.91
276.59	263.85
384.81	253.61
330.7	247.76
298.52	331.12
340.93	345.75
378.96	328.2
282.44	382.31
339.47	375.0
403.82	370.61
364.33	401.32
342.4	401.32
313.15	402.79
203.46	310.65
209.31	240.45
213.7	143.93
307.3	121.99
400.9	97.13
447.7	205.35
471.1	281.4
474.02	370.61
465.25	396.94
387.73	481.76
313.15	481.76
226.86	413.02
215.16	377.92
200.54	377.92
177.14	326.74
168.36	271.16
163.98	205.35
180.06	139.54
241.49	69.34
340.93	54.72
422.83	70.8
506.19	161.48
500.34	241.91
510.58	246.3
506.19	291.64
482.79	360.37
30.89	626.54
266.35	484.68
340.93	594.37
465.25	421.8
618.8	496.38
0.0	0.0
311.5	0.0
623	0.0
623	397.5
623	795
311.5	795
0.0	795
0.0	397.5
0.0	0.0
311.5	0.0
623	0.0
623	397.5
623	795
311.5	795
0.0	795
0.0	397.5
